"","macrorregiao","mes_ano","nivel_atencao","categoria","fte_mensal","qtd_mensal"
"1530","Macrorregião Centro Sudeste",2013-04-01,"APS","Médico",61532,384.575
"1531","Macrorregião Centro Sudeste",2013-04-01,"Atenção Secundária","Enfermeiro",344,2.15
"1532","Macrorregião Centro Sudeste",2013-04-01,"Atenção Secundária","Médico",11428,71.425
"1533","Macrorregião Centro Sudeste",2013-05-01,"APS","Enfermeiro",56948,355.925
"1534","Macrorregião Centro Sudeste",2013-05-01,"APS","Médico",62484,390.525
"1535","Macrorregião Centro Sudeste",2013-05-01,"Atenção Secundária","Enfermeiro",344,2.15
"1536","Macrorregião Centro Sudeste",2013-05-01,"Atenção Secundária","Médico",11632,72.7
"1537","Macrorregião Centro Sudeste",2013-06-01,"APS","Enfermeiro",57780,361.125
"1538","Macrorregião Centro Sudeste",2013-06-01,"APS","Médico",62848,392.8
"1539","Macrorregião Centro Sudeste",2013-06-01,"Atenção Secundária","Enfermeiro",344,2.15
"1540","Macrorregião Centro Sudeste",2013-06-01,"Atenção Secundária","Médico",12816,80.1
"1541","Macrorregião Centro Sudeste",2013-07-01,"APS","Enfermeiro",57460,359.125
"1542","Macrorregião Centro Sudeste",2013-07-01,"APS","Médico",60768,379.8
"1543","Macrorregião Centro Sudeste",2013-07-01,"Atenção Secundária","Enfermeiro",344,2.15
"1544","Macrorregião Centro Sudeste",2013-07-01,"Atenção Secundária","Médico",12788,79.925
"1545","Macrorregião Centro Sudeste",2013-08-01,"APS","Enfermeiro",57492,359.325
"1546","Macrorregião Centro Sudeste",2013-08-01,"APS","Médico",60128,375.8
"1547","Macrorregião Centro Sudeste",2013-08-01,"Atenção Secundária","Enfermeiro",344,2.15
"1548","Macrorregião Centro Sudeste",2013-08-01,"Atenção Secundária","Médico",12880,80.5
"1549","Macrorregião Centro Sudeste",2013-09-01,"APS","Enfermeiro",58684,366.775
"1550","Macrorregião Centro Sudeste",2013-09-01,"APS","Médico",61216,382.6
"1551","Macrorregião Centro Sudeste",2013-09-01,"Atenção Secundária","Enfermeiro",344,2.15
"1552","Macrorregião Centro Sudeste",2013-09-01,"Atenção Secundária","Médico",12756,79.725
"1553","Macrorregião Centro Sudeste",2013-10-01,"APS","Enfermeiro",58416,365.1
"1554","Macrorregião Centro Sudeste",2013-10-01,"APS","Médico",63832,398.95
"1555","Macrorregião Centro Sudeste",2013-10-01,"Atenção Secundária","Enfermeiro",344,2.15
"1556","Macrorregião Centro Sudeste",2013-10-01,"Atenção Secundária","Médico",12736,79.6
"1557","Macrorregião Centro Sudeste",2013-11-01,"APS","Enfermeiro",58576,366.1
"1558","Macrorregião Centro Sudeste",2013-11-01,"APS","Médico",63632,397.7
"1559","Macrorregião Centro Sudeste",2013-11-01,"Atenção Secundária","Enfermeiro",344,2.15
"1560","Macrorregião Centro Sudeste",2013-11-01,"Atenção Secundária","Médico",12524,78.275
"1561","Macrorregião Centro Sudeste",2013-12-01,"APS","Enfermeiro",58796,367.475
"1562","Macrorregião Centro Sudeste",2013-12-01,"APS","Médico",64500,403.125
"1563","Macrorregião Centro Sudeste",2013-12-01,"Atenção Secundária","Enfermeiro",344,2.15
"1564","Macrorregião Centro Sudeste",2013-12-01,"Atenção Secundária","Médico",12856,80.35
"1565","Macrorregião Centro Sudeste",2014-01-01,"APS","Enfermeiro",58428,365.175
"1566","Macrorregião Centro Sudeste",2014-01-01,"APS","Médico",64508,403.175
"1567","Macrorregião Centro Sudeste",2014-01-01,"Atenção Secundária","Enfermeiro",344,2.15
"1568","Macrorregião Centro Sudeste",2014-01-01,"Atenção Secundária","Médico",12912,80.7
"1569","Macrorregião Centro Sudeste",2014-02-01,"APS","Enfermeiro",58616,366.35
"1570","Macrorregião Centro Sudeste",2014-02-01,"APS","Médico",65356,408.475
"1571","Macrorregião Centro Sudeste",2014-02-01,"Atenção Secundária","Enfermeiro",344,2.15
"1572","Macrorregião Centro Sudeste",2014-02-01,"Atenção Secundária","Médico",13304,83.15
"1573","Macrorregião Centro Sudeste",2014-03-01,"APS","Enfermeiro",59796,373.725
"1574","Macrorregião Centro Sudeste",2014-03-01,"APS","Médico",68916,430.725
"1575","Macrorregião Centro Sudeste",2014-03-01,"Atenção Secundária","Enfermeiro",344,2.15
"1576","Macrorregião Centro Sudeste",2014-03-01,"Atenção Secundária","Médico",13420,83.875
"1577","Macrorregião Centro Sudeste",2014-04-01,"APS","Enfermeiro",59968,374.8
"1578","Macrorregião Centro Sudeste",2014-04-01,"APS","Médico",69256,432.85
"1579","Macrorregião Centro Sudeste",2014-04-01,"Atenção Secundária","Enfermeiro",344,2.15
"1580","Macrorregião Centro Sudeste",2014-04-01,"Atenção Secundária","Médico",13420,83.875
"1581","Macrorregião Centro Sudeste",2014-05-01,"APS","Enfermeiro",60456,377.85
"1582","Macrorregião Centro Sudeste",2014-05-01,"APS","Médico",71516,446.975
"1583","Macrorregião Centro Sudeste",2014-05-01,"Atenção Secundária","Enfermeiro",296,1.85
"1584","Macrorregião Centro Sudeste",2014-05-01,"Atenção Secundária","Médico",13440,84
"1585","Macrorregião Centro Sudeste",2014-06-01,"APS","Enfermeiro",60776,379.85
"1586","Macrorregião Centro Sudeste",2014-06-01,"APS","Médico",71880,449.25
"1587","Macrorregião Centro Sudeste",2014-06-01,"Atenção Secundária","Enfermeiro",296,1.85
"1588","Macrorregião Centro Sudeste",2014-06-01,"Atenção Secundária","Médico",13352,83.45
"1589","Macrorregião Centro Sudeste",2014-07-01,"APS","Enfermeiro",62492,390.575
"1590","Macrorregião Centro Sudeste",2014-07-01,"APS","Médico",69516,434.475
"1591","Macrorregião Centro Sudeste",2014-07-01,"Atenção Secundária","Enfermeiro",296,1.85
"1592","Macrorregião Centro Sudeste",2014-07-01,"Atenção Secundária","Médico",13140,82.125
"1593","Macrorregião Centro Sudeste",2014-08-01,"APS","Enfermeiro",63872,399.2
"1594","Macrorregião Centro Sudeste",2014-08-01,"APS","Médico",68868,430.425
"1595","Macrorregião Centro Sudeste",2014-08-01,"Atenção Secundária","Enfermeiro",296,1.85
"1596","Macrorregião Centro Sudeste",2014-08-01,"Atenção Secundária","Médico",13232,82.7
"1597","Macrorregião Centro Sudeste",2014-09-01,"APS","Enfermeiro",62904,393.15
"1598","Macrorregião Centro Sudeste",2014-09-01,"APS","Médico",68468,427.925
"1599","Macrorregião Centro Sudeste",2014-09-01,"Atenção Secundária","Enfermeiro",296,1.85
"1600","Macrorregião Centro Sudeste",2014-09-01,"Atenção Secundária","Médico",12740,79.625
"1601","Macrorregião Centro Sudeste",2014-10-01,"APS","Enfermeiro",63064,394.15
"1602","Macrorregião Centro Sudeste",2014-10-01,"APS","Médico",69540,434.625
"1603","Macrorregião Centro Sudeste",2014-10-01,"Atenção Secundária","Enfermeiro",200,1.25
"1604","Macrorregião Centro Sudeste",2014-10-01,"Atenção Secundária","Médico",12588,78.675
"1605","Macrorregião Centro Sudeste",2014-11-01,"APS","Enfermeiro",63272,395.45
"1606","Macrorregião Centro Sudeste",2014-11-01,"APS","Médico",69572,434.825
"1607","Macrorregião Centro Sudeste",2014-11-01,"Atenção Secundária","Enfermeiro",200,1.25
"1608","Macrorregião Centro Sudeste",2014-11-01,"Atenção Secundária","Médico",12612,78.825
"1609","Macrorregião Centro Sudeste",2014-12-01,"APS","Enfermeiro",63112,394.45
"1610","Macrorregião Centro Sudeste",2014-12-01,"APS","Médico",68868,430.425
"1611","Macrorregião Centro Sudeste",2014-12-01,"Atenção Secundária","Enfermeiro",200,1.25
"1612","Macrorregião Centro Sudeste",2014-12-01,"Atenção Secundária","Médico",12572,78.575
"1613","Macrorregião Centro Sudeste",2015-01-01,"APS","Enfermeiro",63212,395.075
"1614","Macrorregião Centro Sudeste",2015-01-01,"APS","Médico",69324,433.275
"1615","Macrorregião Centro Sudeste",2015-01-01,"Atenção Secundária","Enfermeiro",200,1.25
"1616","Macrorregião Centro Sudeste",2015-01-01,"Atenção Secundária","Médico",12452,77.825
"1617","Macrorregião Centro Sudeste",2015-02-01,"APS","Enfermeiro",62956,393.475
"1618","Macrorregião Centro Sudeste",2015-02-01,"APS","Médico",69428,433.925
"1619","Macrorregião Centro Sudeste",2015-02-01,"Atenção Secundária","Enfermeiro",200,1.25
"1620","Macrorregião Centro Sudeste",2015-02-01,"Atenção Secundária","Médico",12488,78.05
"1621","Macrorregião Centro Sudeste",2015-03-01,"APS","Enfermeiro",63380,396.125
"1622","Macrorregião Centro Sudeste",2015-03-01,"APS","Médico",70740,442.125
"1623","Macrorregião Centro Sudeste",2015-03-01,"Atenção Secundária","Enfermeiro",200,1.25
"1624","Macrorregião Centro Sudeste",2015-03-01,"Atenção Secundária","Médico",12256,76.6
"1625","Macrorregião Centro Sudeste",2015-04-01,"APS","Enfermeiro",64420,402.625
"1626","Macrorregião Centro Sudeste",2015-04-01,"APS","Médico",70824,442.65
"1627","Macrorregião Centro Sudeste",2015-04-01,"Atenção Secundária","Enfermeiro",200,1.25
"1628","Macrorregião Centro Sudeste",2015-04-01,"Atenção Secundária","Médico",11916,74.475
"1629","Macrorregião Centro Sudeste",2015-05-01,"APS","Enfermeiro",64696,404.35
"1630","Macrorregião Centro Sudeste",2015-05-01,"APS","Médico",70904,443.15
"1631","Macrorregião Centro Sudeste",2015-05-01,"Atenção Secundária","Enfermeiro",200,1.25
"1632","Macrorregião Centro Sudeste",2015-05-01,"Atenção Secundária","Médico",11716,73.225
"1633","Macrorregião Centro Sudeste",2015-06-01,"APS","Enfermeiro",63204,395.025
"1634","Macrorregião Centro Sudeste",2015-06-01,"APS","Médico",69768,436.05
"1635","Macrorregião Centro Sudeste",2015-06-01,"Atenção Secundária","Enfermeiro",200,1.25
"1636","Macrorregião Centro Sudeste",2015-06-01,"Atenção Secundária","Médico",11616,72.6
"1637","Macrorregião Centro Sudeste",2015-07-01,"APS","Enfermeiro",60588,378.675
"1638","Macrorregião Centro Sudeste",2015-07-01,"APS","Médico",66580,416.125
"1639","Macrorregião Centro Sudeste",2015-07-01,"Atenção Secundária","Enfermeiro",200,1.25
"1640","Macrorregião Centro Sudeste",2015-07-01,"Atenção Secundária","Médico",12092,75.575
"1641","Macrorregião Centro Sudeste",2015-08-01,"APS","Enfermeiro",59844,374.025
"1642","Macrorregião Centro Sudeste",2015-08-01,"APS","Médico",65064,406.65
"1643","Macrorregião Centro Sudeste",2015-08-01,"Atenção Secundária","Enfermeiro",200,1.25
"1644","Macrorregião Centro Sudeste",2015-08-01,"Atenção Secundária","Médico",13952,87.2
"1645","Macrorregião Centro Sudeste",2015-09-01,"APS","Enfermeiro",60324,377.025
"1646","Macrorregião Centro Sudeste",2015-09-01,"APS","Médico",65304,408.15
"1647","Macrorregião Centro Sudeste",2015-09-01,"Atenção Secundária","Enfermeiro",200,1.25
"1648","Macrorregião Centro Sudeste",2015-09-01,"Atenção Secundária","Médico",13856,86.6
"1649","Macrorregião Centro Sudeste",2015-10-01,"APS","Enfermeiro",60284,376.775
"1650","Macrorregião Centro Sudeste",2015-10-01,"APS","Médico",65620,410.125
"1651","Macrorregião Centro Sudeste",2015-10-01,"Atenção Secundária","Enfermeiro",200,1.25
"1652","Macrorregião Centro Sudeste",2015-10-01,"Atenção Secundária","Médico",13556,84.725
"1653","Macrorregião Centro Sudeste",2015-11-01,"APS","Enfermeiro",61428,383.925
"1654","Macrorregião Centro Sudeste",2015-11-01,"APS","Médico",65856,411.6
"1655","Macrorregião Centro Sudeste",2015-11-01,"Atenção Secundária","Enfermeiro",200,1.25
"1656","Macrorregião Centro Sudeste",2015-11-01,"Atenção Secundária","Médico",13560,84.75
"1657","Macrorregião Centro Sudeste",2015-12-01,"APS","Enfermeiro",60948,380.925
"1658","Macrorregião Centro Sudeste",2015-12-01,"APS","Médico",66008,412.55
"1659","Macrorregião Centro Sudeste",2015-12-01,"Atenção Secundária","Enfermeiro",200,1.25
"1660","Macrorregião Centro Sudeste",2015-12-01,"Atenção Secundária","Médico",13676,85.475
"1661","Macrorregião Centro Sudeste",2016-01-01,"APS","Enfermeiro",61452,384.075
"1662","Macrorregião Centro Sudeste",2016-01-01,"APS","Médico",67016,418.85
"1663","Macrorregião Centro Sudeste",2016-01-01,"Atenção Secundária","Enfermeiro",320,2
"1664","Macrorregião Centro Sudeste",2016-01-01,"Atenção Secundária","Médico",13940,87.125
"1665","Macrorregião Centro Sudeste",2016-02-01,"APS","Enfermeiro",62304,389.4
"1666","Macrorregião Centro Sudeste",2016-02-01,"APS","Médico",68580,428.625
"1667","Macrorregião Centro Sudeste",2016-02-01,"Atenção Secundária","Enfermeiro",280,1.75
"1668","Macrorregião Centro Sudeste",2016-02-01,"Atenção Secundária","Médico",13864,86.65
"1669","Macrorregião Centro Sudeste",2016-03-01,"APS","Enfermeiro",63180,394.875
"1670","Macrorregião Centro Sudeste",2016-03-01,"APS","Médico",68316,426.975
"1671","Macrorregião Centro Sudeste",2016-03-01,"Atenção Secundária","Enfermeiro",280,1.75
"1672","Macrorregião Centro Sudeste",2016-03-01,"Atenção Secundária","Médico",14032,87.7
"1673","Macrorregião Centro Sudeste",2016-04-01,"APS","Enfermeiro",61480,384.25
"1674","Macrorregião Centro Sudeste",2016-04-01,"APS","Médico",67840,424
"1675","Macrorregião Centro Sudeste",2016-04-01,"Atenção Secundária","Enfermeiro",280,1.75
"1676","Macrorregião Centro Sudeste",2016-04-01,"Atenção Secundária","Médico",13160,82.25
"1677","Macrorregião Centro Sudeste",2016-05-01,"APS","Enfermeiro",62072,387.95
"1678","Macrorregião Centro Sudeste",2016-05-01,"APS","Médico",67140,419.625
"1679","Macrorregião Centro Sudeste",2016-05-01,"Atenção Secundária","Enfermeiro",280,1.75
"1680","Macrorregião Centro Sudeste",2016-05-01,"Atenção Secundária","Médico",13216,82.6
"1681","Macrorregião Centro Sudeste",2016-06-01,"APS","Enfermeiro",62168,388.55
"1682","Macrorregião Centro Sudeste",2016-06-01,"APS","Médico",67460,421.625
"1683","Macrorregião Centro Sudeste",2016-06-01,"Atenção Secundária","Enfermeiro",200,1.25
"1684","Macrorregião Centro Sudeste",2016-06-01,"Atenção Secundária","Médico",13112,81.95
"1685","Macrorregião Centro Sudeste",2016-07-01,"APS","Enfermeiro",62872,392.95
"1686","Macrorregião Centro Sudeste",2016-07-01,"APS","Médico",67648,422.8
"1687","Macrorregião Centro Sudeste",2016-07-01,"Atenção Secundária","Enfermeiro",200,1.25
"1688","Macrorregião Centro Sudeste",2016-07-01,"Atenção Secundária","Médico",13024,81.4
"1689","Macrorregião Centro Sudeste",2016-08-01,"APS","Enfermeiro",62536,390.85
"1690","Macrorregião Centro Sudeste",2016-08-01,"APS","Médico",68532,428.325
"1691","Macrorregião Centro Sudeste",2016-08-01,"Atenção Secundária","Enfermeiro",200,1.25
"1692","Macrorregião Centro Sudeste",2016-08-01,"Atenção Secundária","Médico",12836,80.225
"1693","Macrorregião Centro Sudeste",2016-09-01,"APS","Enfermeiro",63176,394.85
"1694","Macrorregião Centro Sudeste",2016-09-01,"APS","Médico",69132,432.075
"1695","Macrorregião Centro Sudeste",2016-09-01,"Atenção Secundária","Enfermeiro",200,1.25
"1696","Macrorregião Centro Sudeste",2016-09-01,"Atenção Secundária","Médico",12640,79
"1697","Macrorregião Centro Sudeste",2016-10-01,"APS","Enfermeiro",62048,387.8
"1698","Macrorregião Centro Sudeste",2016-10-01,"APS","Médico",67224,420.15
"1699","Macrorregião Centro Sudeste",2016-10-01,"Atenção Secundária","Enfermeiro",200,1.25
"1700","Macrorregião Centro Sudeste",2016-10-01,"Atenção Secundária","Médico",14712,91.95
"1701","Macrorregião Centro Sudeste",2016-11-01,"APS","Enfermeiro",61888,386.8
"1702","Macrorregião Centro Sudeste",2016-11-01,"APS","Médico",66296,414.35
"1703","Macrorregião Centro Sudeste",2016-11-01,"Atenção Secundária","Enfermeiro",200,1.25
"1704","Macrorregião Centro Sudeste",2016-11-01,"Atenção Secundária","Médico",14296,89.35
"1705","Macrorregião Centro Sudeste",2016-12-01,"APS","Enfermeiro",61256,382.85
"1706","Macrorregião Centro Sudeste",2016-12-01,"APS","Médico",65920,412
"1707","Macrorregião Centro Sudeste",2016-12-01,"Atenção Secundária","Enfermeiro",200,1.25
"1708","Macrorregião Centro Sudeste",2016-12-01,"Atenção Secundária","Médico",14736,92.1
"1709","Macrorregião Centro Sudeste",2017-01-01,"APS","Enfermeiro",62628,391.425
"1710","Macrorregião Centro Sudeste",2017-01-01,"APS","Médico",65648,410.3
"1711","Macrorregião Centro Sudeste",2017-01-01,"Atenção Secundária","Enfermeiro",200,1.25
"1712","Macrorregião Centro Sudeste",2017-01-01,"Atenção Secundária","Médico",14576,91.1
"1713","Macrorregião Centro Sudeste",2017-02-01,"APS","Enfermeiro",63808,398.8
"1714","Macrorregião Centro Sudeste",2017-02-01,"APS","Médico",67044,419.025
"1715","Macrorregião Centro Sudeste",2017-02-01,"Atenção Secundária","Enfermeiro",360,2.25
"1716","Macrorregião Centro Sudeste",2017-02-01,"Atenção Secundária","Médico",14748,92.175
"1717","Macrorregião Centro Sudeste",2017-03-01,"APS","Enfermeiro",64080,400.5
"1718","Macrorregião Centro Sudeste",2017-03-01,"APS","Médico",69032,431.45
"1719","Macrorregião Centro Sudeste",2017-03-01,"Atenção Secundária","Enfermeiro",360,2.25
"1720","Macrorregião Centro Sudeste",2017-03-01,"Atenção Secundária","Médico",14368,89.8
"1721","Macrorregião Centro Sudeste",2017-04-01,"APS","Enfermeiro",64672,404.2
"1722","Macrorregião Centro Sudeste",2017-04-01,"APS","Médico",70032,437.7
"1723","Macrorregião Centro Sudeste",2017-04-01,"Atenção Secundária","Enfermeiro",360,2.25
"1724","Macrorregião Centro Sudeste",2017-04-01,"Atenção Secundária","Médico",14328,89.55
"1725","Macrorregião Centro Sudeste",2017-05-01,"APS","Enfermeiro",66144,413.4
"1726","Macrorregião Centro Sudeste",2017-05-01,"APS","Médico",69752,435.95
"1727","Macrorregião Centro Sudeste",2017-05-01,"Atenção Secundária","Enfermeiro",360,2.25
"1728","Macrorregião Centro Sudeste",2017-05-01,"Atenção Secundária","Médico",14328,89.55
"1729","Macrorregião Centro Sudeste",2017-06-01,"APS","Enfermeiro",64704,404.4
"1730","Macrorregião Centro Sudeste",2017-06-01,"APS","Médico",69944,437.15
"1731","Macrorregião Centro Sudeste",2017-06-01,"Atenção Secundária","Enfermeiro",360,2.25
"1732","Macrorregião Centro Sudeste",2017-06-01,"Atenção Secundária","Médico",14588,91.175
"1733","Macrorregião Centro Sudeste",2017-07-01,"APS","Enfermeiro",65048,406.55
"1734","Macrorregião Centro Sudeste",2017-07-01,"APS","Médico",70924,443.275
"1735","Macrorregião Centro Sudeste",2017-07-01,"Atenção Secundária","Enfermeiro",360,2.25
"1736","Macrorregião Centro Sudeste",2017-07-01,"Atenção Secundária","Médico",15064,94.15
"1737","Macrorregião Centro Sudeste",2017-08-01,"APS","Enfermeiro",65512,409.45
"1738","Macrorregião Centro Sudeste",2017-08-01,"APS","Médico",69424,433.9
"1739","Macrorregião Centro Sudeste",2017-08-01,"Atenção Secundária","Enfermeiro",360,2.25
"1740","Macrorregião Centro Sudeste",2017-08-01,"Atenção Secundária","Médico",14544,90.9
"1741","Macrorregião Centro Sudeste",2017-09-01,"APS","Enfermeiro",65832,411.45
"1742","Macrorregião Centro Sudeste",2017-09-01,"APS","Médico",69556,434.725
"1743","Macrorregião Centro Sudeste",2017-09-01,"Atenção Secundária","Enfermeiro",360,2.25
"1744","Macrorregião Centro Sudeste",2017-09-01,"Atenção Secundária","Médico",14560,91
"1745","Macrorregião Centro Sudeste",2017-10-01,"APS","Enfermeiro",67500,421.875
"1746","Macrorregião Centro Sudeste",2017-10-01,"APS","Médico",70656,441.6
"1747","Macrorregião Centro Sudeste",2017-10-01,"Atenção Secundária","Enfermeiro",360,2.25
"1748","Macrorregião Centro Sudeste",2017-10-01,"Atenção Secundária","Médico",14772,92.325
"1749","Macrorregião Centro Sudeste",2017-11-01,"APS","Enfermeiro",67540,422.125
"1750","Macrorregião Centro Sudeste",2017-11-01,"APS","Médico",70096,438.1
"1751","Macrorregião Centro Sudeste",2017-11-01,"Atenção Secundária","Enfermeiro",360,2.25
"1752","Macrorregião Centro Sudeste",2017-11-01,"Atenção Secundária","Médico",15180,94.875
"1753","Macrorregião Centro Sudeste",2017-12-01,"APS","Enfermeiro",69300,433.125
"1754","Macrorregião Centro Sudeste",2017-12-01,"APS","Médico",70444,440.275
"1755","Macrorregião Centro Sudeste",2017-12-01,"Atenção Secundária","Enfermeiro",320,2
"1756","Macrorregião Centro Sudeste",2017-12-01,"Atenção Secundária","Médico",15220,95.125
"1757","Macrorregião Centro Sudeste",2018-01-01,"APS","Enfermeiro",68840,430.25
"1758","Macrorregião Centro Sudeste",2018-01-01,"APS","Médico",70184,438.65
"1759","Macrorregião Centro Sudeste",2018-01-01,"Atenção Secundária","Enfermeiro",320,2
"1760","Macrorregião Centro Sudeste",2018-01-01,"Atenção Secundária","Médico",15396,96.225
"1761","Macrorregião Centro Sudeste",2018-02-01,"APS","Enfermeiro",69140,432.125
"1762","Macrorregião Centro Sudeste",2018-02-01,"APS","Médico",70312,439.45
"1763","Macrorregião Centro Sudeste",2018-02-01,"Atenção Secundária","Enfermeiro",240,1.5
"1764","Macrorregião Centro Sudeste",2018-02-01,"Atenção Secundária","Médico",15372,96.075
"1765","Macrorregião Centro Sudeste",2018-03-01,"APS","Enfermeiro",68388,427.425
"1766","Macrorregião Centro Sudeste",2018-03-01,"APS","Médico",68904,430.65
"1767","Macrorregião Centro Sudeste",2018-03-01,"Atenção Secundária","Enfermeiro",240,1.5
"1768","Macrorregião Centro Sudeste",2018-03-01,"Atenção Secundária","Médico",16308,101.925
"1769","Macrorregião Centro Sudeste",2018-04-01,"APS","Enfermeiro",70116,438.225
"1770","Macrorregião Centro Sudeste",2018-04-01,"APS","Médico",71288,445.55
"1771","Macrorregião Centro Sudeste",2018-04-01,"Atenção Secundária","Enfermeiro",240,1.5
"1772","Macrorregião Centro Sudeste",2018-04-01,"Atenção Secundária","Médico",16420,102.625
"1773","Macrorregião Centro Sudeste",2018-05-01,"APS","Enfermeiro",69452,434.075
"1774","Macrorregião Centro Sudeste",2018-05-01,"APS","Médico",70456,440.35
"1775","Macrorregião Centro Sudeste",2018-05-01,"Atenção Secundária","Enfermeiro",240,1.5
"1776","Macrorregião Centro Sudeste",2018-05-01,"Atenção Secundária","Médico",16484,103.025
"1777","Macrorregião Centro Sudeste",2018-06-01,"APS","Enfermeiro",69732,435.825
"1778","Macrorregião Centro Sudeste",2018-06-01,"APS","Médico",70724,442.025
"1779","Macrorregião Centro Sudeste",2018-06-01,"Atenção Secundária","Enfermeiro",240,1.5
"1780","Macrorregião Centro Sudeste",2018-06-01,"Atenção Secundária","Médico",16460,102.875
"1781","Macrorregião Centro Sudeste",2018-07-01,"APS","Enfermeiro",69452,434.075
"1782","Macrorregião Centro Sudeste",2018-07-01,"APS","Médico",71596,447.475
"1783","Macrorregião Centro Sudeste",2018-07-01,"Atenção Secundária","Enfermeiro",240,1.5
"1784","Macrorregião Centro Sudeste",2018-07-01,"Atenção Secundária","Médico",16664,104.15
"1785","Macrorregião Centro Sudeste",2018-08-01,"APS","Enfermeiro",69216,432.6
"1786","Macrorregião Centro Sudeste",2018-08-01,"APS","Médico",72028,450.175
"1787","Macrorregião Centro Sudeste",2018-08-01,"Atenção Secundária","Enfermeiro",120,0.75
"1788","Macrorregião Centro Sudeste",2018-08-01,"Atenção Secundária","Médico",16384,102.4
"1789","Macrorregião Centro Sudeste",2018-09-01,"APS","Enfermeiro",69088,431.8
"1790","Macrorregião Centro Sudeste",2018-09-01,"APS","Médico",72480,453
"1791","Macrorregião Centro Sudeste",2018-09-01,"Atenção Secundária","Enfermeiro",120,0.75
"1792","Macrorregião Centro Sudeste",2018-09-01,"Atenção Secundária","Médico",16500,103.125
"1793","Macrorregião Centro Sudeste",2018-10-01,"APS","Enfermeiro",67960,424.75
"1794","Macrorregião Centro Sudeste",2018-10-01,"APS","Médico",71180,444.875
"1795","Macrorregião Centro Sudeste",2018-10-01,"Atenção Secundária","Enfermeiro",120,0.75
"1796","Macrorregião Centro Sudeste",2018-10-01,"Atenção Secundária","Médico",16620,103.875
"1797","Macrorregião Centro Sudeste",2018-11-01,"APS","Enfermeiro",67840,424
"1798","Macrorregião Centro Sudeste",2018-11-01,"APS","Médico",70412,440.075
"1799","Macrorregião Centro Sudeste",2018-11-01,"Atenção Secundária","Enfermeiro",120,0.75
"1800","Macrorregião Centro Sudeste",2018-11-01,"Atenção Secundária","Médico",16644,104.025
"1801","Macrorregião Centro Sudeste",2018-12-01,"APS","Enfermeiro",68356,427.225
"1802","Macrorregião Centro Sudeste",2018-12-01,"APS","Médico",67872,424.2
"1803","Macrorregião Centro Sudeste",2018-12-01,"Atenção Secundária","Enfermeiro",120,0.75
"1804","Macrorregião Centro Sudeste",2018-12-01,"Atenção Secundária","Médico",16564,103.525
"1805","Macrorregião Centro Sudeste",2019-01-01,"APS","Enfermeiro",68688,429.3
"1806","Macrorregião Centro Sudeste",2019-01-01,"APS","Médico",66972,418.575
"1807","Macrorregião Centro Sudeste",2019-01-01,"Atenção Secundária","Enfermeiro",120,0.75
"1808","Macrorregião Centro Sudeste",2019-01-01,"Atenção Secundária","Médico",16468,102.925
"1809","Macrorregião Centro Sudeste",2019-02-01,"APS","Enfermeiro",69604,435.025
"1810","Macrorregião Centro Sudeste",2019-02-01,"APS","Médico",69180,432.375
"1811","Macrorregião Centro Sudeste",2019-02-01,"Atenção Secundária","Enfermeiro",120,0.75
"1812","Macrorregião Centro Sudeste",2019-02-01,"Atenção Secundária","Médico",16564,103.525
"1813","Macrorregião Centro Sudeste",2019-03-01,"APS","Enfermeiro",69660,435.375
"1814","Macrorregião Centro Sudeste",2019-03-01,"APS","Médico",71284,445.525
"1815","Macrorregião Centro Sudeste",2019-03-01,"Atenção Secundária","Enfermeiro",120,0.75
"1816","Macrorregião Centro Sudeste",2019-03-01,"Atenção Secundária","Médico",17460,109.125
"1817","Macrorregião Centro Sudeste",2019-04-01,"APS","Enfermeiro",69636,435.225
"1818","Macrorregião Centro Sudeste",2019-04-01,"APS","Médico",68260,426.625
"1819","Macrorregião Centro Sudeste",2019-04-01,"Atenção Secundária","Enfermeiro",120,0.75
"1820","Macrorregião Centro Sudeste",2019-04-01,"Atenção Secundária","Médico",17084,106.775
"1821","Macrorregião Centro Sudeste",2019-05-01,"APS","Enfermeiro",69996,437.475
"1822","Macrorregião Centro Sudeste",2019-05-01,"APS","Médico",68792,429.95
"1823","Macrorregião Centro Sudeste",2019-05-01,"Atenção Secundária","Enfermeiro",120,0.75
"1824","Macrorregião Centro Sudeste",2019-05-01,"Atenção Secundária","Médico",16440,102.75
"1825","Macrorregião Centro Sudeste",2019-06-01,"APS","Enfermeiro",68588,428.675
"1826","Macrorregião Centro Sudeste",2019-06-01,"APS","Médico",69368,433.55
"1827","Macrorregião Centro Sudeste",2019-06-01,"Atenção Secundária","Enfermeiro",120,0.75
"1828","Macrorregião Centro Sudeste",2019-06-01,"Atenção Secundária","Médico",16536,103.35
"1829","Macrorregião Centro Sudeste",2019-07-01,"APS","Enfermeiro",67972,424.825
"1830","Macrorregião Centro Sudeste",2019-07-01,"APS","Médico",70604,441.275
"1831","Macrorregião Centro Sudeste",2019-07-01,"Atenção Secundária","Enfermeiro",120,0.75
"1832","Macrorregião Centro Sudeste",2019-07-01,"Atenção Secundária","Médico",17064,106.65
"1833","Macrorregião Centro Sudeste",2019-08-01,"APS","Enfermeiro",68532,428.325
"1834","Macrorregião Centro Sudeste",2019-08-01,"APS","Médico",70372,439.825
