ano,mes,tipo_unidade,nivel_atencao,cbo,categoria,especialidade,FTE,quantidade
2012,06,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,959,74
2012,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,415,33
2012,06,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225250,Médico,Médico ginecologista e obstetra,20,1
2012,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,12,1
2012,12,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,489,36
2012,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,40,1
2012,12,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2012,12,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2013,12,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,167,20
2014,01,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3320,83
2014,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,114,5
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,1572,40
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,176,11
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,10,1
2014,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,631,55
2015,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,30,2
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,176,15
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,287,21
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,155,9
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,69,5
2016,09,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,3
2016,09,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225120,Médico,Médico cardiologista,2,1
2016,09,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2017,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,2040,52
2017,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,157,17
2017,05,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,80,4
2017,05,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,21,4
2018,04,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,64,10
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225235,Médico,Médico cirurgião plástico,2,1
2018,05,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,127,12
2018,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2018,08,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,135,10
2018,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,100,8
2018,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,308,23
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,48,3
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,94,6
2018,11,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2019,04,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1258,76
2019,04,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2019,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,16119,515
2019,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,359,22
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,715,44
2019,09,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,85,4
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,535,37
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,9,2
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,20,2
2008,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223147,Médico,,144,9
2008,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,730,4
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223144,Médico,,297,20
2008,12,POSTO DE SAUDE,APS,223147,Médico,,32,2
2009,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223144,Médico,,195,14
2009,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223129,Médico,,60,1
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,629,40
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,403,27
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,36,4
2011,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,206,15
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2865,165
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,139,15
2012,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,8887,299
2012,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,22,2
2014,09,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2014,09,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2015,12,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,822,65
2015,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,20,1
2016,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,93,6
2016,11,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,80,6
2017,06,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3200,80
2017,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,13607,427
2017,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2633,165
2017,09,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,21,4
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,200,17
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,180,13
2018,02,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,834,54
2018,02,LABORATORIO DE SAUDE PUBLICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2018,07,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,2782,72
2018,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,728,41
2018,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,20,1
2020,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,115,11
2020,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,7,2
2020,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2020,07,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2020,07,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,154,11
2021,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,78,6
2021,08,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,70,5
2021,11,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,480,13
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,172,9
2009,03,POSTO DE SAUDE,APS,223115,Médico,,934,85
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223124,Médico,,274,18
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,212,14
2009,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,316,20
2009,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,882,8
2009,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,20,1
2010,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223555,Enfermeiro,Enfermeiro puericultor e pediátrico,30,1
2010,04,POSTO DE SAUDE,APS,223116,Médico,,3680,92
2010,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2010,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,160,5
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,403,27
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223136,Médico,,104,5
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223152,Médico,,10,2
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C1,Enfermeiro,,49262,1233
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,146,9
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231G1,Médico,,16,1
2012,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,144,16
2012,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,80,4
2012,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2013,02,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,20,2
2013,04,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3640,91
2013,04,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2013,10,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,138,9
2013,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,36,3
2014,05,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3320,83
2014,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225310,Médico,Médico em endoscopia,4,1
2015,09,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,18,1
2015,09,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,137,9
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,10,1
2016,02,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4132,220
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2424,144
2018,06,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,80,4
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,40,5
2019,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,80,5
2019,01,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,111,11
2019,10,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,2534,65
2019,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,238,20
2019,10,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4731,261
2019,10,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2020,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,64971,1633
2020,01,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4971,272
2020,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2366,148
2021,02,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,450,12
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225330,Médico,Médico radioterapeuta,5,1
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2021,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,69356,1764
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,4353,166
2008,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223132,Médico,,4010,226
2010,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,32,2
2010,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223126,Médico,,12,1
2010,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223132,Médico,,20,1
2010,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223555,Enfermeiro,Enfermeiro puericultor e pediátrico,30,1
2011,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,264,15
2011,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2011,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2011,12,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,9,2
2012,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,56,2
2013,05,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1054,55
2013,05,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2013,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,20,3
2013,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2013,07,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2013,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,10426,350
2014,06,POSTO DE SAUDE,APS,225130,Médico,Médico de família e comunidade,40,1
2014,11,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2015,07,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,326,21
2015,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,52,4
2016,06,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,910,57
2017,01,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3040,76
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2506,157
2017,03,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,3
2017,04,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3200,80
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,494,32
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,98,6
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225235,Médico,Médico cirurgião plástico,2,1
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,697,42
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2019,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,547,39
2020,04,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,8,1
2020,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,47,3
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,20,2
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2301,148
2021,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,324,26
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,72,10
2007,12,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,3200,80
2007,12,POSTO DE SAUDE,APS,223149,Médico,,237,20
2008,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223135,Médico,,8,1
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,12528,714
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,340,11
2010,06,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,170,12
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,100,3
2011,04,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,613,42
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223122,Médico,,24,1
2013,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,40,1
2014,04,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2014,07,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,18,1
2014,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,97,9
2014,10,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,370,21
2015,08,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,3
2015,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,48,4
2015,08,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2015,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,12148,401
2015,11,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,8505,715
2015,11,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,116,3
2015,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,10,1
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,375,23
2018,03,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3445,88
2018,03,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,5
2019,05,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,8,1
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2358,145
2019,06,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,125,14
2021,04,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,258,16
2021,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,62,4
2021,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,2,1
2007,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,267,17
2008,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,260,17
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,1923,63
2010,01,POSTO DE SAUDE,APS,223153,Médico,,12,1
2010,01,POSTO DE SAUDE,APS,223110,Médico,,10,1
2011,07,POSTO DE SAUDE,APS,223116,Médico,,3364,85
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223149,Médico,,4692,275
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,155,10
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,8003,278
2012,03,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,113,11
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225230,Médico,Médico cirurgião pediátrico,20,1
2013,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,14,2
2015,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,10,1
2015,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,30,2
2015,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,54930,1381
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,242,19
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,94,7
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8342,414
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,163,14
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,232,18
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225105,Médico,Médico acupunturista,20,1
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225121,Médico,Médico oncologista clínico,6,1
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8621,442
2019,03,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1258,76
2019,03,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,59,6
2019,03,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,110,5
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,3,1
2020,05,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,90,5
2020,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2304,142
2020,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225185,Médico,Médico hematologista,4,1
2021,03,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,8,1
2021,03,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,126,7
2021,03,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,2,1
2021,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,56,4
2021,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,6,6
2021,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,34,3
2021,05,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,146,7
2021,10,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,10,2
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2008,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,2285,73
2008,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223144,Médico,,324,23
2008,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223136,Médico,,62,4
2009,06,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,3736,94
2009,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223126,Médico,,12,1
2010,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,408,26
2010,03,POSTO DE SAUDE,APS,223149,Médico,,236,23
2010,05,POSTO DE SAUDE,APS,223106,Médico,,45,4
2010,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,330,21
2010,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,209,13
2010,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,70,2
2010,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,20,1
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,40,1
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,120,3
2012,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,49363,1240
2012,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,402,35
2012,10,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,40,3
2012,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,526,37
2012,12,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3400,85
2012,12,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,205,17
2012,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,27,4
2012,12,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,2,1
2013,12,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,3232,189
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,396,32
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,64,3
2014,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,186,16
2015,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,391,23
2015,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,36,3
